cell_type,contrast,symbol,logFC,t,P.Value,adj.P.Val
dc_monocytic_gmp,Complex vs rest,GRASP,-0.00209,-0.182,0.856,0.903
dc_monocytic_gmp,Complex vs rest,SMDT1,-8.59e-4,-0.177,0.859,0.903
dc_monocytic_gmp,Complex vs rest,SPIDR,0.00496,0.177,0.86,0.903
dc_monocytic_gmp,Complex vs rest,CD74,-0.00178,-0.171,0.864,0.905
dc_monocytic_gmp,Complex vs rest,FUS,-7.69e-4,-0.163,0.871,0.906
dc_monocytic_gmp,Complex vs rest,ZC3HAV1,-0.0176,-0.162,0.871,0.906
dc_monocytic_gmp,Complex vs rest,PPP1R12A,-8.72e-5,-0.153,0.879,0.91
dc_monocytic_gmp,Complex vs rest,ATP2B1,-4.92e-4,-0.13,0.897,0.925
dc_monocytic_gmp,Complex vs rest,CST3,0.0049,0.121,0.904,0.93
dc_monocytic_gmp,Complex vs rest,QKI,0.00104,0.0977,0.922,0.945
dc_monocytic_gmp,Complex vs rest,BCLAF1,5.94e-5,0.0874,0.93,0.95
dc_monocytic_gmp,Complex vs rest,RPS10,3.68e-4,0.0804,0.936,0.952
dc_monocytic_gmp,Complex vs rest,TSC22D3,5.51e-4,0.0666,0.947,0.96
dc_monocytic_gmp,Complex vs rest,KLF6,0.00226,0.0626,0.95,0.96
dc_monocytic_gmp,Complex vs rest,SRSF5,-8.63e-4,-0.0444,0.965,0.971
dc_monocytic_gmp,Complex vs rest,NKTR,-1.41e-5,-0.0365,0.971,0.974
dc_monocytic_gmp,Complex vs rest,SYAP1,-0.00129,-0.0325,0.974,0.974
dc_monocytic_gmp,MDS-LB vs rest,ZFAND3,0.0199,5.91,5.41e-9,1.56e-6
dc_monocytic_gmp,MDS-LB vs rest,GNPTAB,-0.203,-5.45,7.22e-8,1.04e-5
dc_monocytic_gmp,MDS-LB vs rest,MAN2A1,-0.0104,-5.25,1.99e-7,1.91e-5
dc_monocytic_gmp,MDS-LB vs rest,EZH2,-0.111,-5.02,6.46e-7,4.37e-5
dc_monocytic_gmp,MDS-LB vs rest,ZFAND6,-0.0671,-4.99,7.59e-7,4.37e-5
dc_monocytic_gmp,MDS-LB vs rest,RUNX1,0.0304,4.9,1.18e-6,5.14e-5
dc_monocytic_gmp,MDS-LB vs rest,PRRC2B,0.0684,4.89,1.25e-6,5.14e-5
dc_monocytic_gmp,MDS-LB vs rest,SKP1,-0.0654,-4.78,2.15e-6,7.29e-5
dc_monocytic_gmp,MDS-LB vs rest,BBX,-0.149,-4.77,2.28e-6,7.29e-5
dc_monocytic_gmp,MDS-LB vs rest,QKI,-0.0389,-4.7,3.2e-6,9.22e-5
dc_monocytic_gmp,MDS-LB vs rest,LYN,-0.0471,-4.6,5.06e-6,1.32e-4
dc_monocytic_gmp,MDS-LB vs rest,CD44,-0.0582,-4.44,1.06e-5,2.38e-4
dc_monocytic_gmp,MDS-LB vs rest,GAB2,-0.184,-4.42,1.17e-5,2.38e-4
dc_monocytic_gmp,MDS-LB vs rest,SMDT1,-0.0167,-4.41,1.21e-5,2.38e-4
dc_monocytic_gmp,MDS-LB vs rest,BTBD11,-0.0137,-4.4,1.24e-5,2.38e-4
dc_monocytic_gmp,MDS-LB vs rest,DDX5,0.07,4.34,1.61e-5,2.89e-4
dc_monocytic_gmp,MDS-LB vs rest,MDK,0.0888,4.31,1.87e-5,3.14e-4
dc_monocytic_gmp,MDS-LB vs rest,HMGN2,0.0929,4.3,1.96e-5,3.14e-4
dc_monocytic_gmp,MDS-LB vs rest,RELB,-0.251,-4.27,2.26e-5,3.43e-4
dc_monocytic_gmp,MDS-LB vs rest,DDAH2,-0.0217,-4.24,2.55e-5,3.68e-4
dc_monocytic_gmp,MDS-LB vs rest,CHST11,0.0337,4.15,3.74e-5,5.13e-4
dc_monocytic_gmp,MDS-LB vs rest,LUZP1,0.0517,4.09,4.83e-5,6.32e-4
dc_monocytic_gmp,MDS-LB vs rest,TRPS1,-0.0157,-3.98,7.72e-5,9.66e-4
dc_monocytic_gmp,MDS-LB vs rest,SLC25A6,-0.0221,-3.96,8.14e-5,9.77e-4
dc_monocytic_gmp,MDS-LB vs rest,UBB,-0.0365,-3.88,1.15e-4,0.00132
dc_monocytic_gmp,MDS-LB vs rest,CLINT1,-0.0147,-3.86,1.25e-4,0.00138
dc_monocytic_gmp,MDS-LB vs rest,ATAD2,-0.00586,-3.73,2.05e-4,0.00216
dc_monocytic_gmp,MDS-LB vs rest,SQSTM1,0.0239,3.73,2.1e-4,0.00216
dc_monocytic_gmp,MDS-LB vs rest,NCOA3,-0.0368,-3.71,2.25e-4,0.00224
dc_monocytic_gmp,MDS-LB vs rest,BEX1,-0.156,-3.69,2.41e-4,0.00231
dc_monocytic_gmp,MDS-LB vs rest,ZNF644,0.015,3.63,3e-4,0.00279
dc_monocytic_gmp,MDS-LB vs rest,TUBA1B,0.0282,3.61,3.35e-4,0.00301
dc_monocytic_gmp,MDS-LB vs rest,CST3,-0.113,-3.55,4.09e-4,0.00357
dc_monocytic_gmp,MDS-LB vs rest,DTL,0.0218,3.47,5.63e-4,0.00477
dc_monocytic_gmp,MDS-LB vs rest,DENND1B,0.0238,3.44,6.24e-4,0.00512
dc_monocytic_gmp,MDS-LB vs rest,PELI2,-0.0733,-3.43,6.4e-4,0.00512
dc_monocytic_gmp,MDS-LB vs rest,PPP2CA,0.0254,3.38,7.56e-4,0.00588
dc_monocytic_gmp,MDS-LB vs rest,DEK,-0.00657,-3.34,8.77e-4,0.00663
dc_monocytic_gmp,MDS-LB vs rest,LDHA,-0.00188,-3.34,8.97e-4,0.00663
dc_monocytic_gmp,MDS-LB vs rest,MIF,-0.029,-3.32,9.56e-4,0.00684
dc_monocytic_gmp,MDS-LB vs rest,RAB11A,0.0372,3.31,9.74e-4,0.00684
dc_monocytic_gmp,MDS-LB vs rest,ATP2B1,-0.00967,-3.25,0.00121,0.00818
dc_monocytic_gmp,MDS-LB vs rest,ANKRD12,0.0239,3.24,0.00124,0.00818
dc_monocytic_gmp,MDS-LB vs rest,NASP,-0.0805,-3.24,0.00125,0.00818
dc_monocytic_gmp,MDS-LB vs rest,ARL6IP1,-0.0275,-3.22,0.00132,0.00845
dc_monocytic_gmp,MDS-LB vs rest,ZNF292,0.0172,3.12,0.0018600000000000001,0.0116
dc_monocytic_gmp,MDS-LB vs rest,RILPL2,-0.0759,-3.11,0.00196,0.012
dc_monocytic_gmp,MDS-LB vs rest,PBX3,0.0376,3.08,0.00213,0.0125
dc_monocytic_gmp,MDS-LB vs rest,CUX1,0.0125,3.08,0.00214,0.0125
dc_monocytic_gmp,MDS-LB vs rest,CD164,0.0225,3.02,0.00264,0.0152
dc_monocytic_gmp,MDS-LB vs rest,JARID2,-0.098,-2.99,0.00289,0.0162
dc_monocytic_gmp,MDS-LB vs rest,NAP1L1,0.00493,2.99,0.00293,0.0162
dc_monocytic_gmp,MDS-LB vs rest,PLXDC2,-0.0508,-2.95,0.00324,0.0173
dc_monocytic_gmp,MDS-LB vs rest,ARID1B,0.0359,2.95,0.00326,0.0173
dc_monocytic_gmp,MDS-LB vs rest,PLAC8,0.0689,2.95,0.00331,0.0173
dc_monocytic_gmp,MDS-LB vs rest,UBE2E1,0.0268,2.94,0.00337,0.0173
dc_monocytic_gmp,MDS-LB vs rest,SKIL,0.0315,2.9,0.00384,0.0194
dc_monocytic_gmp,MDS-LB vs rest,ZNF254,-0.0837,-2.86,0.00433,0.0212
dc_monocytic_gmp,MDS-LB vs rest,CIRBP,-0.0713,-2.86,0.0044,0.0212
dc_monocytic_gmp,MDS-LB vs rest,STK4,-0.0342,-2.86,0.00441,0.0212
dc_monocytic_gmp,MDS-LB vs rest,LMNA,-0.0167,-2.83,0.00473,0.0223
dc_monocytic_gmp,MDS-LB vs rest,ELF2,-0.0454,-2.82,0.00494,0.023
dc_monocytic_gmp,MDS-LB vs rest,SMYD3,0.0223,2.81,0.00504,0.0231
dc_monocytic_gmp,MDS-LB vs rest,FABP5,-0.025,-2.81,0.00515,0.0232
dc_monocytic_gmp,MDS-LB vs rest,ELMO1,0.00644,2.79,0.00535,0.0237
dc_monocytic_gmp,MDS-LB vs rest,HMGB1,0.0213,2.78,0.00562,0.0245
dc_monocytic_gmp,MDS-LB vs rest,CCNI,0.0375,2.73,0.00657,0.0282
dc_monocytic_gmp,MDS-LB vs rest,TSC22D3,0.0175,2.69,0.00728,0.0304
dc_monocytic_gmp,MDS-LB vs rest,BCR,0.0159,2.69,0.00729,0.0304
dc_monocytic_gmp,MDS-LB vs rest,RASA2,-0.111,-2.68,0.0075,0.0308
dc_monocytic_gmp,MDS-LB vs rest,GRB2,-0.0289,-2.67,0.00771,0.0313
dc_monocytic_gmp,MDS-LB vs rest,ZFR,0.0133,2.67,0.00785,0.0314
dc_monocytic_gmp,MDS-LB vs rest,SMURF1,-0.0999,-2.66,0.00803,0.0317
dc_monocytic_gmp,MDS-LB vs rest,HNRNPH1,-0.0145,-2.61,0.00926,0.0359
dc_monocytic_gmp,MDS-LB vs rest,APLP2,-0.0642,-2.6,0.00946,0.0359
dc_monocytic_gmp,MDS-LB vs rest,PPP3R1,0.00962,2.6,0.00947,0.0359
dc_monocytic_gmp,MDS-LB vs rest,STAG1,-0.0068,-2.58,0.00995,0.0372
dc_monocytic_gmp,MDS-LB vs rest,MZT2B,-0.0283,-2.56,0.0106,0.0392
dc_monocytic_gmp,MDS-LB vs rest,ETF1,0.0608,2.52,0.0121,0.044
dc_monocytic_gmp,MDS-LB vs rest,NEMF,0.0171,2.5,0.0125,0.045
dc_monocytic_gmp,MDS-LB vs rest,RBL1,-0.0467,-2.49,0.0128,0.0456
dc_monocytic_gmp,MDS-LB vs rest,ZSWIM6,-0.144,-2.49,0.0131,0.0459
dc_monocytic_gmp,MDS-LB vs rest,PCBP2,6.07e-4,2.48,0.0134,0.0466
dc_monocytic_gmp,MDS-LB vs rest,SYTL3,-0.0117,-2.44,0.015,0.0514
dc_monocytic_gmp,MDS-LB vs rest,YBX1,-0.04,-2.42,0.0156,0.0524
dc_monocytic_gmp,MDS-LB vs rest,FBXL17,0.0159,2.42,0.0158,0.0524
dc_monocytic_gmp,MDS-LB vs rest,ZDHHC20,-0.0576,-2.42,0.016,0.0524
dc_monocytic_gmp,MDS-LB vs rest,TAF1D,-0.0284,-2.42,0.016,0.0524
dc_monocytic_gmp,MDS-LB vs rest,BCLAF1,-0.00129,-2.4,0.0168,0.0543
dc_monocytic_gmp,MDS-LB vs rest,GRASP,-0.0216,-2.39,0.0172,0.0549
dc_monocytic_gmp,MDS-LB vs rest,SP3,-0.0246,-2.33,0.0203,0.0643
dc_monocytic_gmp,MDS-LB vs rest,UBE2B,-0.00464,-2.32,0.0207,0.0647
dc_monocytic_gmp,MDS-LB vs rest,MYO9B,0.0217,2.32,0.0209,0.0647
dc_monocytic_gmp,MDS-LB vs rest,DUSP1,0.149,2.3,0.0218,0.0668
dc_monocytic_gmp,MDS-LB vs rest,NFKB1,-0.0942,-2.29,0.0224,0.0678
dc_monocytic_gmp,MDS-LB vs rest,PRSS57,-0.0166,-2.28,0.0229,0.0679
dc_monocytic_gmp,MDS-LB vs rest,NSMCE2,-0.0135,-2.28,0.0229,0.0679
dc_monocytic_gmp,MDS-LB vs rest,EREG,0.051,2.28,0.0231,0.0679
dc_monocytic_gmp,MDS-LB vs rest,ERG,0.1,2.24,0.0252,0.0734
dc_monocytic_gmp,MDS-LB vs rest,RPL26,-0.0148,-2.23,0.0259,0.0746
dc_monocytic_gmp,MDS-LB vs rest,ATP8B4,0.0325,2.22,0.0266,0.0757
dc_monocytic_gmp,MDS-LB vs rest,CHD1,0.0625,2.22,0.0268,0.0757
dc_monocytic_gmp,MDS-LB vs rest,SMIM24,-0.0148,-2.16,0.031,0.0866
dc_monocytic_gmp,MDS-LB vs rest,SLTM,-0.0685,-2.15,0.032,0.0886
dc_monocytic_gmp,MDS-LB vs rest,PTPRC,-0.0325,-2.12,0.0341,0.0935
dc_monocytic_gmp,MDS-LB vs rest,TBC1D5,0.0345,2.09,0.0372,0.101
dc_monocytic_gmp,MDS-LB vs rest,SMURF2,-0.0176,-2.08,0.0376,0.101
dc_monocytic_gmp,MDS-LB vs rest,RAP1B,0.00975,2.05,0.0409,0.109
dc_monocytic_gmp,MDS-LB vs rest,CDK17,-0.0237,-2.05,0.0412,0.109
dc_monocytic_gmp,MDS-LB vs rest,MIS18BP1,-0.00156,-2.04,0.0422,0.11
dc_monocytic_gmp,MDS-LB vs rest,SUPT3H,0.0441,2.03,0.0429,0.11
dc_monocytic_gmp,MDS-LB vs rest,SELL,0.0922,2.03,0.0429,0.11
dc_monocytic_gmp,MDS-LB vs rest,MEF2A,-0.0131,-2.01,0.0449,0.114
dc_monocytic_gmp,MDS-LB vs rest,SVIL,-0.0165,-2.01,0.0451,0.114
dc_monocytic_gmp,MDS-LB vs rest,SRSF3,0.027,2,0.0457,0.115
dc_monocytic_gmp,MDS-LB vs rest,YPEL5,0.0139,2,0.0463,0.115
dc_monocytic_gmp,MDS-LB vs rest,GOLPH3,-0.0314,-1.99,0.0474,0.117
dc_monocytic_gmp,MDS-LB vs rest,DIP2B,-0.0424,-1.97,0.0488,0.119
dc_monocytic_gmp,MDS-LB vs rest,NKTR,5.97e-4,1.95,0.0519,0.126
dc_monocytic_gmp,MDS-LB vs rest,SNX3,-0.0193,-1.9,0.0575,0.138
dc_monocytic_gmp,MDS-LB vs rest,SRSF5,0.0292,1.9,0.0579,0.138
dc_monocytic_gmp,MDS-LB vs rest,JUN,0.184,1.88,0.0602,0.141
dc_monocytic_gmp,MDS-LB vs rest,SYAP1,-0.059,-1.88,0.0607,0.141
dc_monocytic_gmp,MDS-LB vs rest,LGALS1,-0.0659,-1.88,0.0607,0.141
dc_monocytic_gmp,MDS-LB vs rest,ARID4B,0.0333,1.87,0.062,0.142
dc_monocytic_gmp,MDS-LB vs rest,SIPA1L1,-0.0259,-1.86,0.0626,0.142
dc_monocytic_gmp,MDS-LB vs rest,SRPK2,-0.0848,-1.86,0.0629,0.142
dc_monocytic_gmp,MDS-LB vs rest,RBM25,-0.0877,-1.86,0.063,0.142
dc_monocytic_gmp,MDS-LB vs rest,TUBA1A,-0.0465,-1.85,0.0654,0.145
dc_monocytic_gmp,MDS-LB vs rest,TET2,-0.04,-1.84,0.0656,0.145
dc_monocytic_gmp,MDS-LB vs rest,ELOVL5,-0.00664,-1.8,0.0727,0.16
dc_monocytic_gmp,MDS-LB vs rest,CDC42SE2,-0.0151,-1.75,0.0803,0.175
dc_monocytic_gmp,MDS-LB vs rest,RSL24D1,-0.0128,-1.73,0.0845,0.182
dc_monocytic_gmp,MDS-LB vs rest,RNF24,8.08e-4,1.73,0.0848,0.182
dc_monocytic_gmp,MDS-LB vs rest,RTN4,0.00953,1.68,0.0937,0.199
dc_monocytic_gmp,MDS-LB vs rest,MKLN1,-0.00932,-1.68,0.0938,0.199
dc_monocytic_gmp,MDS-LB vs rest,MECP2,0.0551,1.64,0.101,0.21
dc_monocytic_gmp,MDS-LB vs rest,NCOR1,0.014,1.64,0.101,0.21
dc_monocytic_gmp,MDS-LB vs rest,MAP3K8,-0.0601,-1.64,0.102,0.21
dc_monocytic_gmp,MDS-LB vs rest,KCNQ5,-9.07e-4,-1.64,0.102,0.21
dc_monocytic_gmp,MDS-LB vs rest,XBP1,-0.00921,-1.63,0.103,0.21
dc_monocytic_gmp,MDS-LB vs rest,AP3B1,0.019,1.63,0.103,0.21
dc_monocytic_gmp,MDS-LB vs rest,HNRNPD,-0.0118,-1.63,0.104,0.21
dc_monocytic_gmp,MDS-LB vs rest,PPP1R12A,7.31e-4,1.62,0.106,0.212
dc_monocytic_gmp,MDS-LB vs rest,PDE7A,0.019,1.62,0.106,0.212
dc_monocytic_gmp,MDS-LB vs rest,HSPA8,0.0202,1.61,0.108,0.212
dc_monocytic_gmp,MDS-LB vs rest,MYL12B,-0.0169,-1.59,0.112,0.219
dc_monocytic_gmp,MDS-LB vs rest,PELI1,-0.0741,-1.56,0.118,0.23
dc_monocytic_gmp,MDS-LB vs rest,JUND,0.0722,1.56,0.119,0.23
dc_monocytic_gmp,MDS-LB vs rest,FBXO33,-0.0168,-1.55,0.123,0.236
dc_monocytic_gmp,MDS-LB vs rest,KDM5B,0.00324,1.54,0.124,0.236
dc_monocytic_gmp,MDS-LB vs rest,CD52,-0.0488,-1.51,0.133,0.251
dc_monocytic_gmp,MDS-LB vs rest,TCF12,-0.00489,-1.5,0.135,0.254
dc_monocytic_gmp,MDS-LB vs rest,PHTF1,0.00974,1.49,0.137,0.256
dc_monocytic_gmp,MDS-LB vs rest,LUC7L2,0.0152,1.47,0.142,0.264
dc_monocytic_gmp,MDS-LB vs rest,CCNL1,0.00807,1.45,0.146,0.27
dc_monocytic_gmp,MDS-LB vs rest,MAPK14,-0.00882,-1.43,0.152,0.278
dc_monocytic_gmp,MDS-LB vs rest,WDFY2,-0.0333,-1.43,0.153,0.278
dc_monocytic_gmp,MDS-LB vs rest,VAMP2,-0.0785,-1.42,0.156,0.283
dc_monocytic_gmp,MDS-LB vs rest,STAU1,0.0294,1.4,0.162,0.292
dc_monocytic_gmp,MDS-LB vs rest,IP6K1,0.0247,1.39,0.164,0.293
dc_monocytic_gmp,MDS-LB vs rest,RPLP1,-0.00759,-1.39,0.166,0.293
dc_monocytic_gmp,MDS-LB vs rest,WTAP,-0.0312,-1.39,0.166,0.293
dc_monocytic_gmp,MDS-LB vs rest,FBXO34,-0.0208,-1.38,0.167,0.293
dc_monocytic_gmp,MDS-LB vs rest,ARHGDIB,-4.54e-4,-1.34,0.179,0.313
dc_monocytic_gmp,MDS-LB vs rest,KAT6B,2.21e-4,1.33,0.183,0.318
dc_monocytic_gmp,MDS-LB vs rest,ZNF326,0.0123,1.33,0.185,0.319
dc_monocytic_gmp,MDS-LB vs rest,JUNB,-0.0538,-1.31,0.191,0.327
dc_monocytic_gmp,MDS-LB vs rest,TPI1,-0.00599,-1.31,0.192,0.327
dc_monocytic_gmp,MDS-LB vs rest,PTBP2,0.0104,1.3,0.195,0.33
dc_monocytic_gmp,MDS-LB vs rest,UQCRB,-0.00271,-1.29,0.198,0.333
dc_monocytic_gmp,MDS-LB vs rest,CNBP,-0.0145,-1.27,0.206,0.344
dc_monocytic_gmp,MDS-LB vs rest,ELANE,0.0164,1.25,0.21,0.35
dc_monocytic_gmp,MDS-LB vs rest,AOAH,0.0294,1.23,0.218,0.36
dc_monocytic_gmp,MDS-LB vs rest,EIF1AX,0.0456,1.23,0.219,0.36
dc_monocytic_gmp,MDS-LB vs rest,EIF4G3,-0.0124,-1.2,0.23,0.376
dc_monocytic_gmp,MDS-LB vs rest,NFKBIZ,0.0597,1.17,0.243,0.395
dc_monocytic_gmp,MDS-LB vs rest,ZEB2,-0.0238,-1.17,0.244,0.395
dc_monocytic_gmp,MDS-LB vs rest,N4BP2L2,0.00733,1.15,0.253,0.406
dc_monocytic_gmp,MDS-LB vs rest,MYCBP2,-0.0155,-1.13,0.261,0.416
dc_monocytic_gmp,MDS-LB vs rest,NME2,-0.0184,-1.12,0.262,0.416
dc_monocytic_gmp,MDS-LB vs rest,RPL13,1.51e-4,1.12,0.263,0.416
dc_monocytic_gmp,MDS-LB vs rest,ASXL1,0.0401,1.1,0.272,0.427
dc_monocytic_gmp,MDS-LB vs rest,PICALM,-0.0669,-1.09,0.278,0.435
dc_monocytic_gmp,MDS-LB vs rest,ARRDC3,0.0751,1.08,0.281,0.437
dc_monocytic_gmp,MDS-LB vs rest,CRY1,1.69e-4,1.08,0.283,0.437
dc_monocytic_gmp,MDS-LB vs rest,RHOH,-0.00766,-1.07,0.284,0.438
dc_monocytic_gmp,MDS-LB vs rest,SYK,0.0198,1.06,0.288,0.44
dc_monocytic_gmp,MDS-LB vs rest,EIF3A,-0.018,-1.06,0.29,0.442
dc_monocytic_gmp,MDS-LB vs rest,SENP5,-0.00934,-1.05,0.296,0.449
dc_monocytic_gmp,MDS-LB vs rest,SETD2,0.00447,1.02,0.308,0.464
dc_monocytic_gmp,MDS-LB vs rest,MYADM,-0.0331,-1.01,0.311,0.465
dc_monocytic_gmp,MDS-LB vs rest,HNRNPA1,0.00733,1.01,0.312,0.465
dc_monocytic_gmp,MDS-LB vs rest,TTC3,0.00148,0.996,0.319,0.474
dc_monocytic_gmp,MDS-LB vs rest,RPL36AL,-0.0116,-0.992,0.321,0.475
dc_monocytic_gmp,MDS-LB vs rest,SCFD1,-0.00665,-0.963,0.336,0.493
dc_monocytic_gmp,MDS-LB vs rest,DDX3X,0.009,0.961,0.337,0.493
dc_monocytic_gmp,MDS-LB vs rest,IFIT2,-0.241,-0.926,0.355,0.514
dc_monocytic_gmp,MDS-LB vs rest,H2AFV,0.00588,0.924,0.356,0.514
dc_monocytic_gmp,MDS-LB vs rest,PNN,-0.0162,-0.922,0.357,0.514
dc_monocytic_gmp,MDS-LB vs rest,PTEN,-0.0187,-0.907,0.364,0.521
dc_monocytic_gmp,MDS-LB vs rest,SLC39A8,0.0325,0.904,0.366,0.521
dc_monocytic_gmp,MDS-LB vs rest,STAT1,-0.00285,-0.903,0.367,0.521
dc_monocytic_gmp,MDS-LB vs rest,VMP1,-0.0369,-0.893,0.372,0.525
dc_monocytic_gmp,MDS-LB vs rest,SFPQ,-0.00395,-0.859,0.391,0.548
dc_monocytic_gmp,MDS-LB vs rest,RPS10,0.0031,0.856,0.392,0.548
dc_monocytic_gmp,MDS-LB vs rest,SPIDR,-0.0189,-0.849,0.396,0.549
dc_monocytic_gmp,MDS-LB vs rest,KANSL1,-0.00574,-0.848,0.397,0.549
dc_monocytic_gmp,MDS-LB vs rest,PNISR,0.00176,0.826,0.409,0.564
dc_monocytic_gmp,MDS-LB vs rest,GNAS,0.00693,0.822,0.411,0.564
dc_monocytic_gmp,MDS-LB vs rest,PDZD8,0.0102,0.808,0.419,0.57
dc_monocytic_gmp,MDS-LB vs rest,ACTR2,-0.00934,-0.807,0.42,0.57
dc_monocytic_gmp,MDS-LB vs rest,KLF6,0.0224,0.783,0.434,0.587
dc_monocytic_gmp,MDS-LB vs rest,PRTN3,0.0095,0.774,0.439,0.591
dc_monocytic_gmp,MDS-LB vs rest,PRKDC,-5.81e-4,-0.764,0.445,0.596
dc_monocytic_gmp,MDS-LB vs rest,PPP6C,-0.00266,-0.761,0.447,0.596
dc_monocytic_gmp,MDS-LB vs rest,FNDC3B,-0.00764,-0.751,0.453,0.601
dc_monocytic_gmp,MDS-LB vs rest,TPT1,-7.82e-4,-0.737,0.461,0.609
dc_monocytic_gmp,MDS-LB vs rest,BRAF,0.0117,0.725,0.469,0.615
dc_monocytic_gmp,MDS-LB vs rest,PRKCB,0.0118,0.717,0.474,0.615
dc_monocytic_gmp,MDS-LB vs rest,TTC17,-0.00548,-0.716,0.474,0.615
dc_monocytic_gmp,MDS-LB vs rest,PDS5B,0.00862,0.716,0.474,0.615
dc_monocytic_gmp,MDS-LB vs rest,PHACTR2,0.0276,0.704,0.482,0.622
dc_monocytic_gmp,MDS-LB vs rest,S100A4,0.0302,0.687,0.492,0.633
dc_monocytic_gmp,MDS-LB vs rest,ARIH1,1.04e-4,0.682,0.495,0.634
dc_monocytic_gmp,MDS-LB vs rest,PRDX6,-0.00853,-0.667,0.505,0.643
dc_monocytic_gmp,MDS-LB vs rest,MCTP2,-0.00277,-0.654,0.513,0.651
dc_monocytic_gmp,MDS-LB vs rest,STK3,-0.0327,-0.651,0.515,0.651
dc_monocytic_gmp,MDS-LB vs rest,H1FX,0.00403,0.631,0.529,0.663
dc_monocytic_gmp,MDS-LB vs rest,AREG,-0.0569,-0.629,0.53,0.663
dc_monocytic_gmp,MDS-LB vs rest,TEX14,-0.00533,-0.625,0.532,0.663
dc_monocytic_gmp,MDS-LB vs rest,RPS26,0.032,0.622,0.534,0.663
dc_monocytic_gmp,MDS-LB vs rest,ARPC2,0.00104,0.612,0.541,0.669
dc_monocytic_gmp,MDS-LB vs rest,TXNIP,-0.0209,-0.605,0.546,0.67
dc_monocytic_gmp,MDS-LB vs rest,STK17B,0.00513,0.603,0.547,0.67
dc_monocytic_gmp,MDS-LB vs rest,RPL34,1.02e-4,0.6,0.549,0.67
dc_monocytic_gmp,MDS-LB vs rest,KLF2,0.00509,0.577,0.564,0.686
dc_monocytic_gmp,MDS-LB vs rest,PPM1B,-0.0119,-0.572,0.568,0.687
dc_monocytic_gmp,MDS-LB vs rest,RANBP9,-4.1e-4,-0.51,0.61,0.732
dc_monocytic_gmp,MDS-LB vs rest,UBA52,1.69e-4,0.51,0.61,0.732
dc_monocytic_gmp,MDS-LB vs rest,GNB4,-3.57e-4,-0.502,0.616,0.736
dc_monocytic_gmp,MDS-LB vs rest,CELF2,0.0015,0.493,0.622,0.74
dc_monocytic_gmp,MDS-LB vs rest,DOCK8,0.0182,0.485,0.628,0.744
dc_monocytic_gmp,MDS-LB vs rest,CLEC11A,-0.0243,-0.478,0.633,0.747
dc_monocytic_gmp,MDS-LB vs rest,HSPD1,0.00747,0.462,0.644,0.757
dc_monocytic_gmp,MDS-LB vs rest,CD74,0.00356,0.432,0.666,0.779
dc_monocytic_gmp,MDS-LB vs rest,SRSF11,0.00587,0.429,0.668,0.779
dc_monocytic_gmp,MDS-LB vs rest,FNIP1,0.0103,0.411,0.681,0.791
dc_monocytic_gmp,MDS-LB vs rest,VIM,0.0033,0.381,0.703,0.813
dc_monocytic_gmp,MDS-LB vs rest,SECISBP2,0.00969,0.375,0.708,0.815
dc_monocytic_gmp,MDS-LB vs rest,ANKRD44,0.00213,0.355,0.723,0.83
dc_monocytic_gmp,MDS-LB vs rest,HSP90AB1,-0.0136,-0.343,0.731,0.836
dc_monocytic_gmp,MDS-LB vs rest,ARHGAP15,0.00485,0.318,0.75,0.852
dc_monocytic_gmp,MDS-LB vs rest,FOS,0.0189,0.315,0.753,0.852
dc_monocytic_gmp,MDS-LB vs rest,SMC5,-0.00609,-0.313,0.754,0.852
dc_monocytic_gmp,MDS-LB vs rest,ARID4A,-6e-4,-0.309,0.757,0.852
dc_monocytic_gmp,MDS-LB vs rest,NFKBIA,0.014,0.301,0.763,0.855
dc_monocytic_gmp,MDS-LB vs rest,APBB1IP,-0.0101,-0.288,0.773,0.86
dc_monocytic_gmp,MDS-LB vs rest,PPP3CA,-0.0109,-0.286,0.775,0.86
dc_monocytic_gmp,MDS-LB vs rest,RPS4Y1,0.0137,0.277,0.782,0.86
dc_monocytic_gmp,MDS-LB vs rest,IGLL1,0.00114,0.276,0.783,0.86
dc_monocytic_gmp,MDS-LB vs rest,SCAF11,0.00157,0.276,0.783,0.86
dc_monocytic_gmp,MDS-LB vs rest,C12orf57,0.00198,0.238,0.812,0.888
dc_monocytic_gmp,MDS-LB vs rest,TBL1XR1,0.00149,0.235,0.814,0.888
dc_monocytic_gmp,MDS-LB vs rest,COG5,-0.00142,-0.226,0.821,0.893
dc_monocytic_gmp,MDS-LB vs rest,FUS,-8.3e-4,-0.222,0.825,0.893
dc_monocytic_gmp,MDS-LB vs rest,WAC,-3.81e-4,-0.207,0.836,0.898
dc_monocytic_gmp,MDS-LB vs rest,RELL1,-0.00793,-0.205,0.838,0.898
dc_monocytic_gmp,MDS-LB vs rest,RPL36A,-4.34e-4,-0.204,0.838,0.898
dc_monocytic_gmp,MDS-LB vs rest,GABARAP,-1.18e-4,-0.193,0.847,0.903
dc_monocytic_gmp,MDS-LB vs rest,SRRM1,0.00295,0.166,0.868,0.922
dc_monocytic_gmp,MDS-LB vs rest,SLMAP,-0.0018600000000000001,-0.153,0.878,0.93
dc_monocytic_gmp,MDS-LB vs rest,ZC3HAV1,0.0122,0.142,0.887,0.936
